Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-01-30,180.0,35942.42,6.52,274.46,0.73,-15.43,182.82,190.0,200.0,210.0,220.0,240.0,0.0,0.0,0.36,0.06,0.0
2000-01-31,170.0,35953.75,7.87,163.27,-1.72,-8.59,320.45,180.0,190.0,200.0,210.0,220.0,6.52,0.0,0.0,0.36,0.06
2000-02-01,165.0,36243.48,1.6,206.55,-2.39,-9.6,294.21,170.0,180.0,190.0,200.0,210.0,7.87,6.52,0.0,0.0,0.36
2000-02-02,160.0,36288.03,2.54,163.98,-3.83,-9.35,300.48,165.0,170.0,180.0,190.0,200.0,1.6,7.87,6.52,0.0,0.0
2000-02-03,155.0,36333.16,0.0,345.87,-0.69,-12.78,229.73,160.0,165.0,170.0,180.0,190.0,2.54,1.6,7.87,6.52,0.0
2000-02-04,150.0,36610.64,1.23,279.39,2.6,-6.68,369.23,155.0,160.0,165.0,170.0,180.0,0.0,2.54,1.6,7.87,6.52
2000-02-05,150.0,36633.6,1.71,205.1,-0.71,-7.04,361.71,150.0,155.0,160.0,165.0,170.0,1.23,0.0,2.54,1.6,7.87
2000-02-06,145.0,36717.1,0.0,256.05,-1.21,-8.57,319.15,150.0,150.0,155.0,160.0,165.0,1.71,1.23,0.0,2.54,1.6
2000-02-07,140.0,36979.22,0.0,319.04,2.01,-7.61,345.39,145.0,150.0,150.0,155.0,160.0,0.0,1.71,1.23,0.0,2.54
2000-02-08,160.0,36979.22,0.0,386.0,4.67,-8.79,315.95,140.0,145.0,150.0,150.0,155.0,0.0,0.0,1.71,1.23,0.0
2000-02-09,189.0,37181.47,0.0,398.72,5.56,-9.04,308.87,160.0,140.0,145.0,150.0,150.0,0.0,0.0,0.0,1.71,1.23
2000-02-10,226.0,37324.8,0.0,413.96,10.34,-6.2,381.66,189.0,160.0,140.0,145.0,150.0,0.0,0.0,0.0,0.0,1.71
2000-02-11,401.0,37324.8,0.58,385.05,11.37,-2.39,515.49,226.0,189.0,160.0,140.0,145.0,0.0,0.0,0.0,0.0,0.0
2000-02-12,753.0,37663.38,1.3,370.27,7.72,-4.66,433.77,401.0,226.0,189.0,160.0,140.0,0.58,0.0,0.0,0.0,0.0
2000-02-13,668.0,37670.43,1.19,221.88,1.25,-4.75,428.82,753.0,401.0,226.0,189.0,160.0,1.3,0.58,0.0,0.0,0.0
2000-02-14,1470.0,37792.55,12.76,203.72,6.31,-1.12,563.63,668.0,753.0,401.0,226.0,189.0,1.19,1.3,0.58,0.0,0.0
2000-02-15,2720.0,38016.0,2.54,337.31,7.72,-4.96,425.67,1470.0,668.0,753.0,401.0,226.0,12.76,1.19,1.3,0.58,0.0
2000-02-16,1760.0,38016.0,0.88,398.76,7.85,-5.75,401.6,2720.0,1470.0,668.0,753.0,401.0,2.54,12.76,1.19,1.3,0.58
2000-02-17,1380.0,38354.55,0.0,452.91,11.08,-6.6,373.66,1760.0,2720.0,1470.0,668.0,753.0,0.88,2.54,12.76,1.19,1.3
2000-02-18,1980.0,38361.59,12.91,267.87,4.18,-5.64,403.87,1380.0,1760.0,2720.0,1470.0,668.0,0.0,0.88,2.54,12.76,1.19
2000-02-19,10500.0,38483.73,36.45,260.29,8.82,-0.86,575.37,1980.0,1380.0,1760.0,2720.0,1470.0,12.91,0.0,0.88,2.54,12.76
2000-02-20,5440.0,38707.22,0.1,368.71,5.92,-4.41,443.72,10500.0,1980.0,1380.0,1760.0,2720.0,36.45,12.91,0.0,0.88,2.54
2000-02-21,3120.0,38707.22,0.0,297.54,2.12,-5.62,404.11,5440.0,10500.0,1980.0,1380.0,1760.0,0.1,36.45,12.91,0.0,0.88
2000-02-22,2050.0,39052.79,0.0,425.02,6.87,-6.29,381.55,3120.0,5440.0,10500.0,1980.0,1380.0,0.0,0.1,36.45,12.91,0.0
2000-02-23,1500.0,39052.79,0.0,434.71,11.79,-2.37,516.53,2050.0,3120.0,5440.0,10500.0,1980.0,0.0,0.0,0.1,36.45,12.91
2000-02-24,1240.0,39324.25,0.0,422.64,14.97,1.28,671.05,1500.0,2050.0,3120.0,5440.0,10500.0,0.0,0.0,0.0,0.1,36.45
2000-02-25,1150.0,39398.42,0.0,453.32,19.62,2.52,733.77,1240.0,1500.0,2050.0,3120.0,5440.0,0.0,0.0,0.0,0.0,0.1
2000-02-26,1070.0,39409.75,0.0,450.22,19.36,2.39,727.46,1150.0,1240.0,1500.0,2050.0,3120.0,0.0,0.0,0.0,0.0,0.0
2000-02-27,963.0,39744.0,0.0,413.56,17.29,3.52,786.91,1070.0,1150.0,1240.0,1500.0,2050.0,0.0,0.0,0.0,0.0,0.0
2000-02-28,1250.0,39744.0,12.24,304.79,13.9,0.95,654.94,963.0,1070.0,1150.0,1240.0,1500.0,0.0,0.0,0.0,0.0,0.0
2000-02-29,1150.0,40089.58,0.0,448.56,10.24,-4.91,431.78,1250.0,963.0,1070.0,1150.0,1240.0,12.24,0.0,0.0,0.0,0.0
2000-03-01,1020.0,40089.58,0.0,472.02,15.51,-2.52,511.28,1150.0,1250.0,963.0,1070.0,1150.0,0.0,12.24,0.0,0.0,0.0
2000-03-02,897.0,40390.62,0.04,424.64,14.02,-0.01,610.36,1020.0,1150.0,1250.0,963.0,1070.0,0.0,0.0,12.24,0.0,0.0
2000-03-03,769.0,40435.15,0.0,370.08,5.49,-5.48,409.49,897.0,1020.0,1150.0,1250.0,963.0,0.04,0.0,0.0,12.24,0.0
2000-03-04,668.0,40446.48,0.0,478.82,9.84,-7.95,336.29,769.0,897.0,1020.0,1150.0,1250.0,0.0,0.04,0.0,0.0,12.24
2000-03-05,596.0,40780.79,0.0,467.3,12.44,-4.58,436.23,668.0,769.0,897.0,1020.0,1150.0,0.0,0.0,0.04,0.0,0.0
2000-03-06,530.0,40780.79,0.0,477.35,13.69,-4.55,437.07,596.0,668.0,769.0,897.0,1020.0,0.0,0.0,0.0,0.04,0.0
2000-03-07,469.0,41126.44,0.0,477.11,17.18,-1.86,535.51,530.0,596.0,668.0,769.0,897.0,0.0,0.0,0.0,0.0,0.04
2000-03-08,427.0,41126.44,0.0,483.19,22.22,1.37,674.06,469.0,530.0,596.0,668.0,769.0,0.0,0.0,0.0,0.0,0.0
2000-03-09,401.0,41472.04,0.0,464.41,24.24,4.87,865.46,427.0,469.0,530.0,596.0,668.0,0.0,0.0,0.0,0.0,0.0
2000-03-10,383.0,41472.04,1.17,380.36,19.52,4.93,873.84,401.0,427.0,469.0,530.0,596.0,0.0,0.0,0.0,0.0,0.0
2000-03-11,399.0,41743.46,13.49,305.09,18.33,4.02,813.73,383.0,401.0,427.0,469.0,530.0,1.17,0.0,0.0,0.0,0.0
2000-03-12,1640.0,41817.62,24.47,262.2,8.96,-1.79,539.11,399.0,383.0,401.0,427.0,469.0,13.49,1.17,0.0,0.0,0.0
2000-03-13,1820.0,41817.62,2.64,315.96,0.99,-9.45,299.15,1640.0,399.0,383.0,401.0,427.0,24.47,13.49,1.17,0.0,0.0
2000-03-14,1420.0,42163.19,0.0,445.05,7.14,-7.89,338.72,1820.0,1640.0,399.0,383.0,401.0,2.64,24.47,13.49,1.17,0.0
2000-03-15,1160.0,42163.19,0.0,440.74,12.55,-2.88,496.19,1420.0,1820.0,1640.0,399.0,383.0,0.0,2.64,24.47,13.49,1.17
2000-03-16,982.0,42508.84,1.41,410.62,16.91,1.67,688.62,1160.0,1420.0,1820.0,1640.0,399.0,0.0,0.0,2.64,24.47,13.49
2000-03-17,945.0,42508.84,6.67,291.5,13.11,0.5,636.49,982.0,1160.0,1420.0,1820.0,1640.0,1.41,0.0,0.0,2.64,24.47
2000-03-18,837.0,42854.38,0.08,388.98,2.33,-9.61,293.87,945.0,982.0,1160.0,1420.0,1820.0,6.67,1.41,0.0,0.0,2.64
2000-03-19,716.0,42854.38,0.0,359.1,4.44,-6.26,384.4,837.0,945.0,982.0,1160.0,1420.0,0.08,6.67,1.41,0.0,0.0
2000-03-20,666.0,43199.98,3.0,246.52,6.14,-1.66,545.45,716.0,837.0,945.0,982.0,1160.0,0.0,0.08,6.67,1.41,0.0
2000-03-21,846.0,43199.98,18.96,121.27,3.28,-1.06,568.03,666.0,716.0,837.0,945.0,982.0,3.0,0.0,0.08,6.67,1.41
2000-03-22,1220.0,43199.98,5.02,128.05,4.27,-0.24,599.76,846.0,666.0,716.0,837.0,945.0,18.96,3.0,0.0,0.08,6.67
2000-03-23,2190.0,43545.62,0.0,269.68,9.17,1.78,694.39,1220.0,846.0,666.0,716.0,837.0,5.02,18.96,3.0,0.0,0.08
2000-03-24,3020.0,43545.62,0.0,479.03,16.78,0.31,623.14,2190.0,1220.0,846.0,666.0,716.0,0.0,5.02,18.96,3.0,0.0
2000-03-25,2630.0,43891.19,0.0,488.8,20.59,2.77,746.87,3020.0,2190.0,1220.0,846.0,666.0,0.0,0.0,5.02,18.96,3.0
2000-03-26,2040.0,43891.19,0.87,455.96,19.1,3.74,799.62,2630.0,3020.0,2190.0,1220.0,846.0,0.0,0.0,0.0,5.02,18.96
2000-03-27,1560.0,44236.79,0.0,440.7,13.96,0.01,609.04,2040.0,2630.0,3020.0,2190.0,1220.0,0.87,0.0,0.0,0.0,5.02
2000-03-28,1310.0,44236.79,4.16,356.78,12.93,-1.72,541.53,1560.0,2040.0,2630.0,3020.0,2190.0,0.0,0.87,0.0,0.0,0.0
2000-03-29,1150.0,44582.39,7.86,261.51,7.99,-1.69,543.22,1310.0,1560.0,2040.0,2630.0,3020.0,4.16,0.0,0.87,0.0,0.0
2000-03-30,959.0,44582.39,0.0,384.0,8.55,-2.39,514.85,1150.0,1310.0,1560.0,2040.0,2630.0,7.86,4.16,0.0,0.87,0.0
2000-03-31,841.0,44656.58,0.0,512.66,13.39,-4.22,446.5,959.0,1150.0,1310.0,1560.0,2040.0,0.0,7.86,4.16,0.0,0.87
2000-04-01,742.0,44927.99,0.0,535.64,15.55,-4.46,438.77,841.0,959.0,1150.0,1310.0,1560.0,0.0,0.0,7.86,4.16,0.0
2000-04-02,674.0,44927.99,0.0,518.85,19.89,0.6,637.3,742.0,841.0,959.0,1150.0,1310.0,0.0,0.0,0.0,7.86,4.16
2000-04-03,644.0,45273.59,7.31,195.49,14.96,7.77,1064.06,674.0,742.0,841.0,959.0,1150.0,0.0,0.0,0.0,0.0,7.86
2000-04-04,777.0,45273.59,17.13,309.82,20.35,7.74,1060.56,644.0,674.0,742.0,841.0,959.0,7.31,0.0,0.0,0.0,0.0
2000-04-05,1130.0,45619.17,7.01,352.7,9.98,-4.1,455.07,777.0,644.0,674.0,742.0,841.0,17.13,7.31,0.0,0.0,0.0
2000-04-06,1090.0,45619.17,0.0,492.67,12.64,-2.55,511.18,1130.0,777.0,644.0,674.0,742.0,7.01,17.13,7.31,0.0,0.0
2000-04-07,1000.0,45953.47,0.0,521.36,21.22,2.93,755.66,1090.0,1130.0,777.0,644.0,674.0,0.0,7.01,17.13,7.31,0.0
2000-04-08,903.0,45964.81,0.0,532.29,23.36,3.71,797.26,1000.0,1090.0,1130.0,777.0,644.0,0.0,0.0,7.01,17.13,7.31
2000-04-09,874.0,46009.33,8.37,422.92,14.78,-5.65,405.16,903.0,1000.0,1090.0,1130.0,777.0,0.0,0.0,0.0,7.01,17.13
2000-04-10,814.0,46310.4,1.18,393.51,6.87,-3.72,469.53,874.0,903.0,1000.0,1090.0,1130.0,8.37,0.0,0.0,0.0,7.01
2000-04-11,828.0,46310.4,0.0,474.24,14.46,0.61,643.05,814.0,874.0,903.0,1000.0,1090.0,1.18,8.37,0.0,0.0,0.0
2000-04-12,817.0,46656.01,1.85,407.18,15.07,2.13,714.49,828.0,814.0,874.0,903.0,1000.0,0.0,1.18,8.37,0.0,0.0
2000-04-13,739.0,46656.01,0.0,394.49,6.22,-4.08,452.22,817.0,828.0,814.0,874.0,903.0,1.85,0.0,1.18,8.37,0.0
2000-04-14,660.0,46990.28,0.0,461.93,10.31,-2.52,510.14,739.0,817.0,828.0,814.0,874.0,0.0,1.85,0.0,1.18,8.37
2000-04-15,610.0,47001.61,0.47,366.74,14.31,4.32,838.19,660.0,739.0,817.0,828.0,814.0,0.0,0.0,1.85,0.0,1.18
2000-04-16,567.0,47075.8,0.56,373.66,18.92,8.58,1126.65,610.0,660.0,739.0,817.0,828.0,0.47,0.0,0.0,1.85,0.0
2000-04-17,589.0,47347.2,8.02,313.06,21.06,9.21,1177.01,567.0,610.0,660.0,739.0,817.0,0.56,0.47,0.0,0.0,1.85
2000-04-18,2150.0,47347.2,18.99,303.35,14.71,3.93,809.95,589.0,567.0,610.0,660.0,739.0,8.02,0.56,0.47,0.0,0.0
2000-04-19,2250.0,47692.8,1.16,203.42,8.21,3.32,778.02,2150.0,589.0,567.0,610.0,660.0,18.99,8.02,0.56,0.47,0.0
2000-04-20,1700.0,47692.8,0.0,494.45,18.4,3.33,779.66,2250.0,2150.0,589.0,567.0,610.0,1.16,18.99,8.02,0.56,0.47
2000-04-21,1380.0,47916.27,3.95,345.74,21.78,7.58,1046.65,1700.0,2250.0,2150.0,589.0,567.0,0.0,1.16,18.99,8.02,0.56
2000-04-22,1160.0,48038.39,3.21,364.1,14.6,2.41,730.28,1380.0,1700.0,2250.0,2150.0,589.0,3.95,0.0,1.16,18.99,8.02
2000-04-23,987.0,48045.43,1.91,168.01,8.1,3.43,785.07,1160.0,1380.0,1700.0,2250.0,2150.0,3.21,3.95,0.0,1.16,18.99
2000-04-24,860.0,48383.99,2.1,343.75,9.49,-0.09,607.07,987.0,1160.0,1380.0,1700.0,2250.0,1.91,3.21,3.95,0.0,1.16
2000-04-25,821.0,48383.99,7.19,295.66,11.76,2.25,720.84,860.0,987.0,1160.0,1380.0,1700.0,2.1,1.91,3.21,3.95,0.0
2000-04-26,880.0,48607.47,0.0,381.46,11.37,1.77,697.35,821.0,860.0,987.0,1160.0,1380.0,7.19,2.1,1.91,3.21,3.95
2000-04-27,772.0,48729.61,0.0,514.48,13.25,-1.68,543.01,880.0,821.0,860.0,987.0,1160.0,0.0,7.19,2.1,1.91,3.21
2000-04-28,703.0,48736.66,0.32,472.39,13.87,0.26,619.87,772.0,880.0,821.0,860.0,987.0,0.0,0.0,7.19,2.1,1.91
2000-04-29,667.0,49075.18,0.0,494.11,16.31,2.02,706.13,703.0,772.0,880.0,821.0,860.0,0.32,0.0,0.0,7.19,2.1
2000-04-30,598.0,49075.18,0.0,545.43,18.2,0.59,635.66,667.0,703.0,772.0,880.0,821.0,0.0,0.32,0.0,0.0,7.19
2000-05-01,530.0,49218.49,0.0,563.7,19.8,0.27,619.76,598.0,667.0,703.0,772.0,880.0,0.0,0.0,0.32,0.0,0.0
2000-05-02,535.0,49420.8,10.08,402.59,23.22,5.18,885.07,530.0,598.0,667.0,703.0,772.0,0.0,0.0,0.0,0.32,0.0
2000-05-03,538.0,49420.8,0.0,545.7,20.38,2.12,713.9,535.0,530.0,598.0,667.0,703.0,10.08,0.0,0.0,0.0,0.32
2000-05-04,487.0,49682.91,0.0,538.12,23.38,4.96,870.5,538.0,535.0,530.0,598.0,667.0,0.0,10.08,0.0,0.0,0.0
2000-05-05,535.0,49766.41,1.51,458.56,24.36,9.44,1195.39,487.0,538.0,535.0,530.0,598.0,0.0,0.0,10.08,0.0,0.0
2000-05-06,508.0,49789.39,0.0,477.24,25.34,10.35,1266.92,535.0,487.0,538.0,535.0,530.0,1.51,0.0,0.0,10.08,0.0
2000-05-07,470.0,50066.89,0.0,507.76,27.29,10.27,1255.38,508.0,535.0,487.0,538.0,535.0,0.0,1.51,0.0,0.0,10.08
2000-05-08,439.0,50112.0,0.19,474.27,26.72,11.65,1371.09,470.0,508.0,535.0,487.0,538.0,0.0,0.0,1.51,0.0,0.0
2000-05-09,422.0,50156.52,0.0,495.88,27.55,11.46,1352.67,439.0,470.0,508.0,535.0,487.0,0.19,0.0,0.0,1.51,0.0
2000-05-10,387.0,50446.26,0.0,465.91,27.56,12.99,1493.76,422.0,439.0,470.0,508.0,535.0,0.0,0.19,0.0,0.0,1.51
2000-05-11,352.0,50457.57,0.0,548.22,24.03,4.81,857.31,387.0,422.0,439.0,470.0,508.0,0.0,0.0,0.19,0.0,0.0
2000-05-12,320.0,50502.16,0.0,526.72,25.07,7.17,1012.25,352.0,387.0,422.0,439.0,470.0,0.0,0.0,0.0,0.19,0.0
2000-05-13,299.0,50758.1,0.0,425.22,27.3,14.23,1619.19,320.0,352.0,387.0,422.0,439.0,0.0,0.0,0.0,0.0,0.19
2000-05-14,299.0,50803.24,2.48,465.0,25.83,6.98,992.46,299.0,320.0,352.0,387.0,422.0,0.0,0.0,0.0,0.0,0.0
2000-05-15,273.0,50826.18,0.0,525.55,18.11,1.01,653.83,299.0,299.0,320.0,352.0,387.0,2.48,0.0,0.0,0.0,0.0
2000-05-16,242.0,51026.65,0.0,525.53,16.96,-0.25,598.46,273.0,299.0,299.0,320.0,352.0,0.0,2.48,0.0,0.0,0.0
2000-05-17,228.0,51148.79,0.65,512.44,20.44,2.78,744.28,242.0,273.0,299.0,299.0,320.0,0.0,0.0,2.48,0.0,0.0
2000-05-18,218.0,51148.79,0.0,454.94,24.37,9.81,1221.96,228.0,242.0,273.0,299.0,299.0,0.65,0.0,0.0,2.48,0.0
2000-05-19,222.0,51252.9,2.15,430.52,28.2,13.23,1513.43,218.0,228.0,242.0,273.0,299.0,0.0,0.65,0.0,0.0,2.48
2000-05-20,291.0,51483.09,17.37,166.76,20.43,14.12,1612.11,222.0,218.0,228.0,242.0,273.0,2.15,0.0,0.65,0.0,0.0
2000-05-21,283.0,51494.41,4.85,228.86,20.18,11.59,1367.28,291.0,222.0,218.0,228.0,242.0,17.37,2.15,0.0,0.65,0.0
2000-05-22,324.0,51517.41,18.75,257.73,20.97,11.17,1334.68,283.0,291.0,222.0,218.0,228.0,4.85,17.37,2.15,0.0,0.65
2000-05-23,668.0,51677.38,1.03,371.85,19.8,8.79,1143.8,324.0,283.0,291.0,222.0,218.0,18.75,4.85,17.37,2.15,0.0
2000-05-24,657.0,51840.0,12.97,240.04,19.94,10.8,1303.74,668.0,324.0,283.0,291.0,222.0,1.03,18.75,4.85,17.37,2.15
2000-05-25,693.0,51840.0,7.36,283.63,23.78,12.75,1460.9,657.0,668.0,324.0,283.0,291.0,12.97,1.03,18.75,4.85,17.37
2000-05-26,543.0,51862.94,0.0,469.46,21.23,6.32,949.49,693.0,657.0,668.0,324.0,283.0,7.36,12.97,1.03,18.75,4.85
2000-05-27,465.0,51983.3,2.09,395.96,21.47,9.07,1165.27,543.0,693.0,657.0,668.0,324.0,0.0,7.36,12.97,1.03,18.75
2000-05-28,696.0,52140.49,14.82,109.34,15.18,11.5,1359.68,465.0,543.0,693.0,657.0,668.0,2.09,0.0,7.36,12.97,1.03
2000-05-29,995.0,52185.61,6.8,169.66,15.14,9.27,1181.4,696.0,465.0,543.0,693.0,657.0,14.82,2.09,0.0,7.36,12.97
2000-05-30,972.0,52185.61,0.23,398.39,15.19,4.29,832.22,995.0,696.0,465.0,543.0,693.0,6.8,14.82,2.09,0.0,7.36
2000-05-31,760.0,52230.19,0.0,512.46,20.58,4.49,843.39,972.0,995.0,696.0,465.0,543.0,0.23,6.8,14.82,2.09,0.0
2000-06-01,603.0,52328.96,0.0,509.7,26.38,9.52,1195.07,760.0,972.0,995.0,696.0,465.0,0.0,0.23,6.8,14.82,2.09
2000-06-02,497.0,52447.7,0.0,424.38,27.08,14.31,1630.27,603.0,760.0,972.0,995.0,696.0,0.0,0.0,0.23,6.8,14.82
2000-06-03,415.0,52531.23,4.41,353.58,27.67,13.86,1587.8,497.0,603.0,760.0,972.0,995.0,0.0,0.0,0.0,0.23,6.8
2000-06-04,352.0,52531.23,0.0,367.29,21.18,11.31,1344.53,415.0,497.0,603.0,760.0,972.0,4.41,0.0,0.0,0.0,0.23
2000-06-05,312.0,52531.23,0.0,353.04,21.05,11.77,1382.73,352.0,415.0,497.0,603.0,760.0,0.0,4.41,0.0,0.0,0.0
2000-06-06,333.0,52554.19,19.9,226.19,18.76,11.28,1342.67,312.0,352.0,415.0,497.0,603.0,0.0,0.0,4.41,0.0,0.0
2000-06-07,441.0,52635.31,8.24,292.23,16.18,6.68,976.83,333.0,312.0,352.0,415.0,497.0,19.9,0.0,0.0,4.41,0.0
2000-06-08,328.0,52714.18,0.0,513.02,21.38,6.37,961.33,441.0,333.0,312.0,352.0,415.0,8.24,19.9,0.0,0.0,4.41
2000-06-09,267.0,52793.31,0.0,518.34,24.72,8.76,1139.76,328.0,441.0,333.0,312.0,352.0,0.0,8.24,19.9,0.0,0.0
2000-06-10,234.0,52831.67,0.0,496.6,27.95,12.7,1456.26,267.0,328.0,441.0,333.0,312.0,0.0,0.0,8.24,19.9,0.0
2000-06-11,209.0,52876.79,0.0,483.08,29.35,14.63,1652.2,234.0,267.0,328.0,441.0,333.0,0.0,0.0,0.0,8.24,19.9
2000-06-12,191.0,52876.79,0.0,455.26,29.1,15.71,1775.89,209.0,234.0,267.0,328.0,441.0,0.0,0.0,0.0,0.0,8.24
2000-06-13,181.0,52876.79,2.9,378.59,28.07,15.61,1770.51,191.0,209.0,234.0,267.0,328.0,0.0,0.0,0.0,0.0,0.0
2000-06-14,168.0,52876.79,2.01,435.34,28.61,15.59,1767.38,181.0,191.0,209.0,234.0,267.0,2.9,0.0,0.0,0.0,0.0
2000-06-15,193.0,52876.79,9.93,316.14,26.99,15.68,1778.53,168.0,181.0,191.0,209.0,234.0,2.01,2.9,0.0,0.0,0.0
2000-06-16,212.0,52883.84,10.49,275.62,25.07,15.9,1808.61,193.0,168.0,181.0,191.0,209.0,9.93,2.01,2.9,0.0,0.0
2000-06-17,199.0,52883.84,3.12,332.94,27.02,17.32,1979.96,212.0,193.0,168.0,181.0,191.0,10.49,9.93,2.01,2.9,0.0
2000-06-18,195.0,52899.78,12.63,247.68,24.59,16.78,1912.42,199.0,212.0,193.0,168.0,181.0,3.12,10.49,9.93,2.01,2.9
2000-06-19,350.0,52899.78,7.54,214.11,23.59,16.98,1928.4,195.0,199.0,212.0,193.0,168.0,12.63,3.12,10.49,9.93,2.01
2000-06-20,345.0,52899.78,5.41,314.28,21.85,11.69,1375.17,350.0,195.0,199.0,212.0,193.0,7.54,12.63,3.12,10.49,9.93
2000-06-21,300.0,52899.78,0.0,439.44,25.03,13.8,1577.99,345.0,350.0,195.0,199.0,212.0,5.41,7.54,12.63,3.12,10.49
2000-06-22,256.0,52899.78,15.55,337.19,27.36,15.33,1745.09,300.0,345.0,350.0,195.0,199.0,0.0,5.41,7.54,12.63,3.12
2000-06-23,320.0,52899.78,0.0,413.5,23.79,13.51,1552.41,256.0,300.0,345.0,350.0,195.0,15.55,0.0,5.41,7.54,12.63
2000-06-24,238.0,52883.84,0.0,487.12,24.4,11.19,1335.25,320.0,256.0,300.0,345.0,350.0,0.0,15.55,0.0,5.41,7.54
2000-06-25,203.0,52876.79,0.0,477.31,27.35,14.15,1615.04,238.0,320.0,256.0,300.0,345.0,0.0,0.0,15.55,0.0,5.41
2000-06-26,184.0,52876.79,0.59,430.0,27.85,16.16,1832.79,203.0,238.0,320.0,256.0,300.0,0.0,0.0,0.0,15.55,0.0
2000-06-27,163.0,52876.79,0.0,425.6,27.65,16.34,1856.71,184.0,203.0,238.0,320.0,256.0,0.59,0.0,0.0,0.0,15.55
2000-06-28,171.0,52876.79,17.74,200.98,22.72,16.41,1863.27,163.0,184.0,203.0,238.0,320.0,0.0,0.59,0.0,0.0,0.0
2000-06-29,284.0,52876.79,10.21,199.5,20.43,14.42,1645.39,171.0,163.0,184.0,203.0,238.0,17.74,0.0,0.59,0.0,0.0
