Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-03-06,107.0,40780.82,0.0,477.03,13.97,-4.33,443.39,119.0,129.0,140.0,154.0,164.0,0.0,0.0,0.0,0.0,0.0
2000-03-07,98.0,41126.41,0.0,473.18,17.51,-1.25,561.4,107.0,119.0,129.0,140.0,154.0,0.0,0.0,0.0,0.0,0.0
2000-03-08,93.0,41126.41,0.0,470.54,21.9,2.41,724.79,98.0,107.0,119.0,129.0,140.0,0.0,0.0,0.0,0.0,0.0
2000-03-09,88.0,41472.01,0.0,457.24,24.18,5.43,898.48,93.0,98.0,107.0,119.0,129.0,0.0,0.0,0.0,0.0,0.0
2000-03-10,86.0,41472.01,0.0,407.41,19.61,5.19,893.31,88.0,93.0,98.0,107.0,119.0,0.0,0.0,0.0,0.0,0.0
2000-03-11,94.0,41817.59,15.57,301.59,18.48,4.48,840.48,86.0,88.0,93.0,98.0,107.0,0.0,0.0,0.0,0.0,0.0
2000-03-12,567.0,41817.59,24.8,262.6,8.99,-1.74,541.03,94.0,86.0,88.0,93.0,98.0,15.57,0.0,0.0,0.0,0.0
2000-03-13,400.0,41817.59,0.15,347.87,1.43,-8.89,309.63,567.0,94.0,86.0,88.0,93.0,24.8,15.57,0.0,0.0,0.0
2000-03-14,319.0,42163.21,0.0,429.5,6.97,-7.22,353.75,400.0,567.0,94.0,86.0,88.0,0.15,24.8,15.57,0.0,0.0
2000-03-15,263.0,42163.21,0.0,436.39,12.58,-2.59,508.42,319.0,400.0,567.0,94.0,86.0,0.0,0.15,24.8,15.57,0.0
2000-03-16,227.0,42508.8,1.67,373.92,16.47,2.22,715.11,263.0,319.0,400.0,567.0,94.0,0.0,0.0,0.15,24.8,15.57
2000-03-17,245.0,42508.8,6.85,278.44,12.88,1.07,662.66,227.0,263.0,319.0,400.0,567.0,1.67,0.0,0.0,0.15,24.8
2000-03-18,206.0,42854.4,0.0,406.07,3.32,-9.33,299.46,245.0,227.0,263.0,319.0,400.0,6.85,1.67,0.0,0.0,0.15
2000-03-19,185.0,42854.4,0.0,337.93,3.99,-5.88,395.94,206.0,245.0,227.0,263.0,319.0,0.0,6.85,1.67,0.0,0.0
2000-03-20,176.0,43199.99,7.45,194.03,5.2,-2.0,530.14,185.0,206.0,245.0,227.0,263.0,0.0,0.0,6.85,1.67,0.0
2000-03-21,259.0,43199.99,21.29,110.8,2.66,-1.2,561.43,176.0,185.0,206.0,245.0,227.0,7.45,0.0,0.0,6.85,1.67
2000-03-22,386.0,43199.99,3.14,143.33,4.65,-0.33,595.98,259.0,176.0,185.0,206.0,245.0,21.29,7.45,0.0,0.0,6.85
2000-03-23,534.0,43545.61,0.0,279.79,9.69,2.02,707.89,386.0,259.0,176.0,185.0,206.0,3.14,21.29,7.45,0.0,0.0
2000-03-24,556.0,43545.61,0.0,469.31,16.93,0.84,640.22,534.0,386.0,259.0,176.0,185.0,0.0,3.14,21.29,7.45,0.0
2000-03-25,488.0,43891.19,0.0,480.57,20.7,3.15,771.66,556.0,534.0,386.0,259.0,176.0,0.0,0.0,3.14,21.29,7.45
2000-03-26,405.0,43891.19,1.04,461.07,19.04,3.19,771.03,488.0,556.0,534.0,386.0,259.0,0.0,0.0,0.0,3.14,21.29
2000-03-27,339.0,44236.8,0.0,429.16,14.16,0.65,631.1,405.0,488.0,556.0,534.0,386.0,1.04,0.0,0.0,0.0,3.14
2000-03-28,301.0,44236.8,3.71,328.92,12.35,-1.38,552.67,339.0,405.0,488.0,556.0,534.0,0.0,1.04,0.0,0.0,0.0
2000-03-29,269.0,44582.39,6.09,263.78,7.95,-1.91,534.12,301.0,339.0,405.0,488.0,556.0,3.71,0.0,1.04,0.0,0.0
2000-03-30,220.0,44582.39,0.0,388.81,8.93,-2.23,521.13,269.0,301.0,339.0,405.0,488.0,6.09,3.71,0.0,1.04,0.0
2000-03-31,193.0,44582.39,0.0,497.78,13.64,-3.3,479.66,220.0,269.0,301.0,339.0,405.0,0.0,6.09,3.71,0.0,1.04
2000-04-01,168.0,44927.99,0.0,520.61,15.42,-3.68,461.66,193.0,220.0,269.0,301.0,339.0,0.0,0.0,6.09,3.71,0.0
2000-04-02,156.0,44927.99,0.0,496.2,19.33,1.63,690.2,168.0,193.0,220.0,269.0,301.0,0.0,0.0,0.0,6.09,3.71
2000-04-03,148.0,45273.59,6.74,184.93,14.79,8.08,1086.73,156.0,168.0,193.0,220.0,269.0,0.0,0.0,0.0,0.0,6.09
2000-04-04,252.0,45273.59,17.57,301.2,19.72,7.59,1047.12,148.0,156.0,168.0,193.0,220.0,6.74,0.0,0.0,0.0,0.0
2000-04-05,258.0,45619.2,5.65,356.04,10.4,-4.14,451.9,252.0,148.0,156.0,168.0,193.0,17.57,6.74,0.0,0.0,0.0
2000-04-06,237.0,45619.2,0.0,481.5,11.97,-2.77,501.28,258.0,252.0,148.0,156.0,168.0,5.65,17.57,6.74,0.0,0.0
2000-04-07,219.0,45925.89,0.0,506.87,21.43,3.8,800.96,237.0,258.0,252.0,148.0,156.0,0.0,5.65,17.57,6.74,0.0
2000-04-08,207.0,45964.79,0.0,510.56,22.84,4.59,847.07,219.0,237.0,258.0,252.0,148.0,0.0,0.0,5.65,17.57,6.74
2000-04-09,202.0,45964.79,5.99,419.21,14.15,-5.66,404.12,207.0,219.0,237.0,258.0,252.0,0.0,0.0,0.0,5.65,17.57
2000-04-10,184.0,46310.39,0.68,421.7,7.42,-3.54,472.88,202.0,207.0,219.0,237.0,258.0,5.99,0.0,0.0,0.0,5.65
2000-04-11,163.0,46310.39,0.0,502.03,15.0,-0.04,611.43,184.0,202.0,207.0,219.0,237.0,0.68,5.99,0.0,0.0,0.0
2000-04-12,151.0,46656.02,1.29,429.07,15.38,2.78,745.63,163.0,184.0,202.0,207.0,219.0,0.0,0.68,5.99,0.0,0.0
2000-04-13,137.0,46656.02,0.0,406.28,7.17,-3.62,467.33,151.0,163.0,184.0,202.0,207.0,1.29,0.0,0.68,5.99,0.0
2000-04-14,126.0,46962.72,0.0,420.11,9.42,-1.86,536.38,137.0,151.0,163.0,184.0,202.0,0.0,1.29,0.0,0.68,5.99
2000-04-15,121.0,47001.62,0.44,298.24,12.82,5.29,902.7,126.0,137.0,151.0,163.0,184.0,0.0,0.0,1.29,0.0,0.68
2000-04-16,119.0,47001.62,0.95,341.0,18.07,9.05,1164.24,121.0,126.0,137.0,151.0,163.0,0.44,0.0,0.0,1.29,0.0
2000-04-17,131.0,47347.2,8.26,301.76,20.77,9.52,1201.79,119.0,121.0,126.0,137.0,151.0,0.95,0.44,0.0,0.0,1.29
2000-04-18,311.0,47347.2,20.91,287.11,14.4,4.38,832.8,131.0,119.0,121.0,126.0,137.0,8.26,0.95,0.44,0.0,0.0
2000-04-19,329.0,47692.8,1.04,227.55,8.7,3.32,780.66,311.0,131.0,119.0,121.0,126.0,20.91,8.26,0.95,0.44,0.0
2000-04-20,292.0,47692.8,0.0,491.47,18.63,3.49,791.1,329.0,311.0,131.0,119.0,121.0,1.04,20.91,8.26,0.95,0.44
2000-04-21,269.0,47728.71,3.83,334.09,21.2,7.81,1064.54,292.0,329.0,311.0,131.0,119.0,0.0,1.04,20.91,8.26,0.95
2000-04-22,242.0,48038.38,1.37,438.72,15.05,2.3,722.25,269.0,292.0,329.0,311.0,131.0,3.83,0.0,1.04,20.91,8.26
2000-04-23,215.0,48038.38,0.32,219.09,8.67,3.25,774.12,242.0,269.0,292.0,329.0,311.0,1.37,3.83,0.0,1.04,20.91
2000-04-24,191.0,48384.02,3.34,315.37,9.84,0.14,617.23,215.0,242.0,269.0,292.0,329.0,0.32,1.37,3.83,0.0,1.04
2000-04-25,249.0,48384.02,10.91,264.0,11.29,2.63,740.29,191.0,215.0,242.0,269.0,292.0,3.34,0.32,1.37,3.83,0.0
2000-04-26,241.0,48419.93,0.0,334.26,10.79,2.8,748.85,249.0,191.0,215.0,242.0,269.0,10.91,3.34,0.32,1.37,3.83
2000-04-27,219.0,48729.6,0.0,494.16,12.84,-0.89,575.48,241.0,249.0,191.0,215.0,242.0,0.0,10.91,3.34,0.32,1.37
2000-04-28,206.0,48729.6,0.73,458.7,14.12,0.52,628.27,219.0,241.0,249.0,191.0,215.0,0.0,0.0,10.91,3.34,0.32
2000-04-29,195.0,49075.21,0.0,485.72,16.39,2.69,736.13,206.0,219.0,241.0,249.0,191.0,0.73,0.0,0.0,10.91,3.34
2000-04-30,172.0,49075.21,0.0,536.48,18.25,1.38,671.03,195.0,206.0,219.0,241.0,249.0,0.0,0.73,0.0,0.0,10.91
2000-05-01,153.0,49075.21,0.0,557.34,20.0,1.09,652.42,172.0,195.0,206.0,219.0,241.0,0.0,0.0,0.73,0.0,0.0
2000-05-02,147.0,49420.82,6.29,395.62,23.02,5.96,928.06,153.0,172.0,195.0,206.0,219.0,0.0,0.0,0.0,0.73,0.0
2000-05-03,132.0,49420.82,0.0,540.78,20.89,3.12,769.07,147.0,153.0,172.0,195.0,206.0,6.29,0.0,0.0,0.0,0.73
2000-05-04,119.0,49530.54,0.0,524.5,22.94,5.88,923.44,132.0,147.0,153.0,172.0,195.0,0.0,6.29,0.0,0.0,0.0
2000-05-05,123.0,49766.41,1.55,460.45,24.2,10.17,1253.26,119.0,132.0,147.0,153.0,172.0,0.0,0.0,6.29,0.0,0.0
2000-05-06,116.0,49766.41,0.0,477.64,25.33,10.71,1296.72,123.0,119.0,132.0,147.0,153.0,1.55,0.0,0.0,6.29,0.0
2000-05-07,107.0,49974.07,0.0,501.95,27.37,11.09,1324.3,116.0,123.0,119.0,132.0,147.0,0.0,1.55,0.0,0.0,6.29
2000-05-08,116.0,50112.01,0.26,461.6,26.62,12.6,1449.68,107.0,116.0,123.0,119.0,132.0,0.0,0.0,1.55,0.0,0.0
2000-05-09,108.0,50112.01,0.0,487.4,27.29,12.19,1414.45,116.0,107.0,116.0,123.0,119.0,0.26,0.0,0.0,1.55,0.0
2000-05-10,100.0,50418.71,0.0,463.88,27.24,13.29,1528.36,108.0,116.0,107.0,116.0,123.0,0.0,0.26,0.0,0.0,1.55
2000-05-11,93.0,50457.61,0.0,550.78,24.48,5.59,907.5,100.0,108.0,116.0,107.0,116.0,0.0,0.0,0.26,0.0,0.0
2000-05-12,87.0,50457.61,0.0,526.88,25.07,7.8,1060.55,93.0,100.0,108.0,116.0,107.0,0.0,0.0,0.0,0.26,0.0
2000-05-13,89.0,50665.27,0.0,438.26,27.4,14.32,1626.13,87.0,93.0,100.0,108.0,116.0,0.0,0.0,0.0,0.0,0.26
2000-05-14,91.0,50803.2,2.61,465.52,25.71,7.48,1025.72,89.0,87.0,93.0,100.0,108.0,0.0,0.0,0.0,0.0,0.0
2000-05-15,79.0,50803.2,0.0,535.94,18.81,1.54,679.73,91.0,89.0,87.0,93.0,100.0,2.61,0.0,0.0,0.0,0.0
2000-05-16,73.0,50839.11,0.0,527.8,17.32,0.51,630.78,79.0,91.0,89.0,87.0,93.0,0.0,2.61,0.0,0.0,0.0
2000-05-17,70.0,51148.81,0.0,518.72,20.22,3.48,785.64,73.0,79.0,91.0,89.0,87.0,0.0,0.0,2.61,0.0,0.0
2000-05-18,67.0,51148.81,0.0,459.63,24.21,9.9,1230.7,70.0,73.0,79.0,91.0,89.0,0.0,0.0,0.0,2.61,0.0
2000-05-19,69.0,51148.81,1.24,429.79,27.61,13.52,1542.65,67.0,70.0,73.0,79.0,91.0,0.0,0.0,0.0,0.0,2.61
2000-05-20,82.0,51455.49,17.93,192.01,21.18,14.09,1607.29,69.0,67.0,70.0,73.0,79.0,1.24,0.0,0.0,0.0,0.0
2000-05-21,72.0,51494.39,4.39,248.5,20.5,11.4,1352.25,82.0,69.0,67.0,70.0,73.0,17.93,1.24,0.0,0.0,0.0
2000-05-22,181.0,51494.39,22.79,269.45,21.39,11.38,1350.26,72.0,82.0,69.0,67.0,70.0,4.39,17.93,1.24,0.0,0.0
2000-05-23,189.0,51494.39,0.0,376.73,19.56,9.04,1163.19,181.0,72.0,82.0,69.0,67.0,22.79,4.39,17.93,1.24,0.0
2000-05-24,184.0,51840.0,11.02,234.3,19.53,11.0,1319.9,189.0,181.0,72.0,82.0,69.0,0.0,22.79,4.39,17.93,1.24
2000-05-25,154.0,51840.0,4.25,301.68,23.83,12.74,1459.4,184.0,189.0,181.0,72.0,82.0,11.02,0.0,22.79,4.39,17.93
2000-05-26,121.0,51840.0,0.0,478.43,21.55,6.65,972.35,154.0,184.0,189.0,181.0,72.0,4.25,11.02,0.0,22.79,4.39
2000-05-27,110.0,51840.0,4.51,386.36,21.62,9.27,1181.63,121.0,154.0,184.0,189.0,181.0,0.0,4.25,11.02,0.0,22.79
2000-05-28,133.0,52047.66,14.68,126.49,16.15,11.86,1388.76,110.0,121.0,154.0,184.0,189.0,4.51,0.0,4.25,11.02,0.0
2000-05-29,356.0,52185.6,6.58,186.14,15.59,9.24,1179.51,133.0,110.0,121.0,154.0,184.0,14.68,4.51,0.0,4.25,11.02
2000-05-30,233.0,52185.6,0.38,421.83,15.67,4.22,825.16,356.0,133.0,110.0,121.0,154.0,6.58,14.68,4.51,0.0,4.25
2000-05-31,180.0,52185.6,0.0,519.01,20.36,4.35,832.54,233.0,356.0,133.0,110.0,121.0,0.38,6.58,14.68,4.51,0.0
2000-06-01,145.0,52185.6,0.0,506.99,26.12,9.86,1228.74,180.0,233.0,356.0,133.0,110.0,0.0,0.38,6.58,14.68,4.51
2000-06-02,117.0,52295.32,0.0,446.11,27.14,13.78,1578.45,145.0,180.0,233.0,356.0,133.0,0.0,0.0,0.38,6.58,14.68
2000-06-03,98.0,52531.2,4.06,357.78,27.92,14.81,1689.04,117.0,145.0,180.0,233.0,356.0,0.0,0.0,0.0,0.38,6.58
2000-06-04,87.0,52531.2,0.0,344.75,21.34,12.38,1430.52,98.0,117.0,145.0,180.0,233.0,4.06,0.0,0.0,0.0,0.38
2000-06-05,83.0,52531.2,0.0,312.08,20.54,12.71,1461.1,87.0,98.0,117.0,145.0,180.0,0.0,4.06,0.0,0.0,0.0
2000-06-06,183.0,52531.2,23.41,229.51,18.84,11.43,1354.24,83.0,87.0,98.0,117.0,145.0,0.0,0.0,4.06,0.0,0.0
2000-06-07,138.0,52531.2,5.37,322.51,16.68,6.88,990.49,183.0,83.0,87.0,98.0,117.0,23.41,0.0,0.0,4.06,0.0
2000-06-08,99.0,52531.2,0.0,517.57,21.44,6.49,964.95,138.0,183.0,83.0,87.0,98.0,5.37,23.41,0.0,0.0,4.06
2000-06-09,86.0,52640.93,0.0,520.1,24.62,8.89,1151.29,99.0,138.0,183.0,83.0,87.0,0.0,5.37,23.41,0.0,0.0
2000-06-10,77.0,52738.87,0.0,500.98,27.88,12.69,1456.4,86.0,99.0,138.0,183.0,83.0,0.0,0.0,5.37,23.41,0.0
2000-06-11,70.0,52876.81,0.0,483.18,29.29,14.82,1682.65,77.0,86.0,99.0,138.0,183.0,0.0,0.0,0.0,5.37,23.41
2000-06-12,65.0,52876.81,0.0,456.2,29.06,15.87,1797.53,70.0,77.0,86.0,99.0,138.0,0.0,0.0,0.0,0.0,5.37
2000-06-13,60.0,52876.81,2.52,387.7,28.29,15.67,1773.61,65.0,70.0,77.0,86.0,99.0,0.0,0.0,0.0,0.0,0.0
2000-06-14,58.0,52876.81,4.27,411.12,28.54,15.54,1762.3,60.0,65.0,70.0,77.0,86.0,2.52,0.0,0.0,0.0,0.0
2000-06-15,62.0,52876.81,11.44,320.13,27.26,15.89,1797.14,58.0,60.0,65.0,70.0,77.0,4.27,2.52,0.0,0.0,0.0
2000-06-16,66.0,52876.81,7.22,273.47,25.25,16.3,1848.27,62.0,58.0,60.0,65.0,70.0,11.44,4.27,2.52,0.0,0.0
2000-06-17,59.0,52876.81,5.31,269.05,26.45,17.66,2024.44,66.0,62.0,58.0,60.0,65.0,7.22,11.44,4.27,2.52,0.0
2000-06-18,224.0,52876.81,18.05,248.12,24.91,17.17,1955.05,59.0,66.0,62.0,58.0,60.0,5.31,7.22,11.44,4.27,2.52
2000-06-19,184.0,52876.81,8.37,218.32,23.73,17.1,1943.18,224.0,59.0,66.0,62.0,58.0,18.05,5.31,7.22,11.44,4.27
2000-06-20,184.0,52876.81,7.91,300.95,21.55,12.19,1415.43,184.0,224.0,59.0,66.0,62.0,8.37,18.05,5.31,7.22,11.44
2000-06-21,117.0,52876.81,0.0,426.18,24.68,14.21,1618.62,184.0,184.0,224.0,59.0,66.0,7.91,8.37,18.05,5.31,7.22
2000-06-22,170.0,52876.81,14.59,340.84,26.94,15.05,1712.62,117.0,184.0,184.0,224.0,59.0,0.0,7.91,8.37,18.05,5.31
2000-06-23,118.0,52876.81,0.0,422.75,23.86,13.51,1552.45,170.0,117.0,184.0,184.0,224.0,14.59,0.0,7.91,8.37,18.05
2000-06-24,90.0,52876.81,0.0,480.17,24.56,11.93,1394.4,118.0,170.0,117.0,184.0,184.0,0.0,14.59,0.0,7.91,8.37
2000-06-25,77.0,52876.81,0.0,464.28,27.14,14.84,1689.94,90.0,118.0,170.0,117.0,184.0,0.0,0.0,14.59,0.0,7.91
2000-06-26,66.0,52876.81,0.0,446.05,27.73,16.06,1820.23,77.0,90.0,118.0,170.0,117.0,0.0,0.0,0.0,14.59,0.0
2000-06-27,60.0,52876.81,0.0,430.21,27.51,16.31,1847.66,66.0,77.0,90.0,118.0,170.0,0.0,0.0,0.0,0.0,14.59
2000-06-28,76.0,52876.81,20.81,212.9,23.22,16.65,1887.37,60.0,66.0,77.0,90.0,118.0,0.0,0.0,0.0,0.0,0.0
2000-06-29,144.0,52876.81,9.79,207.54,20.62,14.48,1652.83,76.0,60.0,66.0,77.0,90.0,20.81,0.0,0.0,0.0,0.0
2000-06-30,85.0,52837.91,0.0,493.39,22.41,9.69,1215.33,144.0,76.0,60.0,66.0,77.0,9.79,20.81,0.0,0.0,0.0
2000-07-01,70.0,52738.87,0.0,495.81,22.84,10.04,1243.22,85.0,144.0,76.0,60.0,66.0,0.0,9.79,20.81,0.0,0.0
2000-07-02,61.0,52567.12,0.0,530.0,25.06,10.0,1239.99,70.0,85.0,144.0,76.0,60.0,0.0,0.0,9.79,20.81,0.0
