Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-02-01,150.0,35251.2,0.0,175.94,-3.26,-9.11,306.94,160.0,140.0,140.0,150.0,160.0,21.99,0.0,0.0,0.0,0.0
2000-02-02,140.0,35251.2,0.03,286.68,-3.41,-13.96,201.81,150.0,160.0,140.0,140.0,150.0,0.0,21.99,0.0,0.0,0.0
2000-02-03,130.0,35596.8,0.0,180.58,-8.96,-14.74,200.0,140.0,150.0,160.0,140.0,140.0,0.03,0.0,21.99,0.0,0.0
2000-02-04,120.0,35596.8,0.89,228.67,-5.21,-12.37,240.0,130.0,140.0,150.0,160.0,140.0,0.0,0.03,0.0,21.99,0.0
2000-02-05,110.0,35709.73,0.0,214.9,-4.73,-11.32,254.18,120.0,130.0,140.0,150.0,160.0,0.89,0.0,0.03,0.0,21.99
2000-02-06,100.0,35942.4,0.98,288.16,-2.16,-11.62,240.15,110.0,120.0,130.0,140.0,150.0,0.0,0.89,0.0,0.03,0.0
2000-02-07,100.0,35942.4,0.0,325.34,-2.13,-13.51,217.6,100.0,110.0,120.0,130.0,140.0,0.98,0.0,0.89,0.0,0.03
2000-02-08,98.0,36288.01,0.0,396.92,-0.0,-21.89,116.59,100.0,100.0,110.0,120.0,130.0,0.0,0.98,0.0,0.89,0.0
2000-02-09,96.0,36288.01,0.0,393.3,-2.49,-21.78,117.3,98.0,100.0,100.0,110.0,120.0,0.0,0.0,0.98,0.0,0.89
2000-02-10,98.0,36606.43,0.0,317.24,5.44,-5.99,390.14,96.0,98.0,100.0,100.0,110.0,0.0,0.0,0.0,0.98,0.0
2000-02-11,100.0,36633.58,2.02,243.06,5.02,-3.72,462.13,98.0,96.0,98.0,100.0,100.0,0.0,0.0,0.0,0.0,0.98
2000-02-12,130.0,36656.82,0.0,396.03,3.69,-15.03,194.57,100.0,98.0,96.0,98.0,100.0,2.02,0.0,0.0,0.0,0.0
2000-02-13,250.0,36979.21,0.0,360.58,-3.71,-17.34,160.0,130.0,100.0,98.0,96.0,98.0,0.0,2.02,0.0,0.0,0.0
2000-02-14,700.0,36979.21,17.2,292.13,2.86,-13.35,213.84,250.0,130.0,100.0,98.0,96.0,0.0,0.0,2.02,0.0,0.0
2000-02-15,1500.0,37324.79,12.07,266.09,6.16,-6.83,363.14,700.0,250.0,130.0,100.0,98.0,17.2,0.0,0.0,2.02,0.0
2000-02-16,900.0,37324.79,1.16,308.86,-0.56,-10.2,279.16,1500.0,700.0,250.0,130.0,100.0,12.07,17.2,0.0,0.0,2.02
2000-02-17,500.0,37670.41,0.0,403.83,2.53,-13.17,224.32,900.0,1500.0,700.0,250.0,130.0,1.16,12.07,17.2,0.0,0.0
2000-02-18,330.0,37670.41,0.0,340.5,-5.37,-16.19,174.21,500.0,900.0,1500.0,700.0,250.0,0.0,1.16,12.07,17.2,0.0
2000-02-19,270.0,38015.99,17.2,117.06,-5.34,-9.5,280.3,330.0,500.0,900.0,1500.0,700.0,0.0,0.0,1.16,12.07,17.2
2000-02-20,240.0,38015.99,2.04,172.69,-2.86,-7.61,347.96,270.0,330.0,500.0,900.0,1500.0,17.2,0.0,0.0,1.16,12.07
2000-02-21,210.0,38361.61,1.1,187.4,-2.11,-7.0,358.37,240.0,270.0,330.0,500.0,900.0,2.04,17.2,0.0,0.0,1.16
2000-02-22,230.0,38361.61,0.0,350.23,0.68,-9.6,284.54,210.0,240.0,270.0,330.0,500.0,1.1,2.04,17.2,0.0,0.0
2000-02-23,400.0,38586.36,0.0,448.67,9.66,-7.71,343.66,230.0,210.0,240.0,270.0,330.0,0.0,1.1,2.04,17.2,0.0
2000-02-24,760.0,38707.18,0.0,355.52,10.87,0.29,623.56,400.0,230.0,210.0,240.0,270.0,0.0,0.0,1.1,2.04,17.2
2000-02-25,1500.0,38820.11,4.77,282.08,12.33,0.81,640.06,760.0,400.0,230.0,210.0,240.0,0.0,0.0,0.0,1.1,2.04
2000-02-26,2600.0,39052.81,12.08,162.48,4.88,-0.67,584.35,1500.0,760.0,400.0,230.0,210.0,4.77,0.0,0.0,0.0,1.1
2000-02-27,3860.0,39076.01,0.0,314.26,8.99,0.39,628.22,2600.0,1500.0,760.0,400.0,230.0,12.08,4.77,0.0,0.0,0.0
2000-02-28,6360.0,39398.39,15.58,313.49,13.93,0.25,623.04,3860.0,2600.0,1500.0,760.0,400.0,0.0,12.08,4.77,0.0,0.0
2000-02-29,2740.0,39398.39,0.0,282.3,2.73,-4.35,442.03,6360.0,3860.0,2600.0,1500.0,760.0,15.58,0.0,12.08,4.77,0.0
2000-03-01,1800.0,39744.02,0.0,412.47,6.25,-5.53,400.0,2740.0,6360.0,3860.0,2600.0,1500.0,0.0,15.58,0.0,12.08,4.77
2000-03-02,1550.0,39744.02,2.49,386.0,9.22,-3.53,477.71,1800.0,2740.0,6360.0,3860.0,2600.0,0.0,0.0,15.58,0.0,12.08
2000-03-03,1170.0,40089.59,1.3,237.37,0.33,-5.34,417.39,1550.0,1800.0,2740.0,6360.0,3860.0,2.49,0.0,0.0,15.58,0.0
2000-03-04,909.0,40089.59,0.0,338.21,0.91,-7.52,348.13,1170.0,1550.0,1800.0,2740.0,6360.0,1.3,2.49,0.0,0.0,15.58
2000-03-05,794.0,40435.2,0.0,410.15,5.2,-5.95,393.04,909.0,1170.0,1550.0,1800.0,2740.0,0.0,1.3,2.49,0.0,0.0
2000-03-06,661.0,40435.2,0.0,234.19,2.85,-2.67,507.36,794.0,909.0,1170.0,1550.0,1800.0,0.0,0.0,1.3,2.49,0.0
2000-03-07,585.0,40780.79,0.0,382.14,5.42,-4.47,440.0,661.0,794.0,909.0,1170.0,1550.0,0.0,0.0,0.0,1.3,2.49
2000-03-08,657.0,40780.79,2.28,441.87,15.61,-2.15,520.86,585.0,661.0,794.0,909.0,1170.0,0.0,0.0,0.0,0.0,1.3
2000-03-09,903.0,41126.41,0.0,497.99,18.74,1.22,660.09,657.0,585.0,661.0,794.0,909.0,2.28,0.0,0.0,0.0,0.0
2000-03-10,1590.0,41126.41,8.5,391.96,21.36,-0.42,593.63,903.0,657.0,585.0,661.0,794.0,0.0,2.28,0.0,0.0,0.0
2000-03-11,1450.0,41472.01,6.89,160.06,2.06,-2.66,507.44,1590.0,903.0,657.0,585.0,661.0,8.5,0.0,2.28,0.0,0.0
2000-03-12,3420.0,41472.01,31.99,169.21,3.56,-1.38,557.35,1450.0,1590.0,903.0,657.0,585.0,6.89,8.5,0.0,2.28,0.0
2000-03-13,1940.0,41817.61,0.91,445.39,3.27,-8.08,332.36,3420.0,1450.0,1590.0,903.0,657.0,31.99,6.89,8.5,0.0,2.28
2000-03-14,1370.0,41817.61,0.0,392.08,1.35,-7.54,345.85,1940.0,3420.0,1450.0,1590.0,903.0,0.91,31.99,6.89,8.5,0.0
2000-03-15,1100.0,42163.2,0.0,396.83,6.8,-2.33,520.0,1370.0,1940.0,3420.0,1450.0,1590.0,0.0,0.91,31.99,6.89,8.5
2000-03-16,958.0,42163.2,0.0,511.28,13.36,-1.17,559.73,1100.0,1370.0,1940.0,3420.0,1450.0,0.0,0.0,0.91,31.99,6.89
2000-03-17,2420.0,42508.81,26.23,420.9,17.29,-4.82,435.16,958.0,1100.0,1370.0,1940.0,3420.0,0.0,0.0,0.0,0.91,31.99
2000-03-18,1450.0,42508.81,3.54,399.14,-4.27,-15.63,184.56,2420.0,958.0,1100.0,1370.0,1940.0,26.23,0.0,0.0,0.0,0.91
2000-03-19,1190.0,42854.39,0.0,451.9,-0.92,-11.29,262.63,1450.0,2420.0,958.0,1100.0,1370.0,3.54,26.23,0.0,0.0,0.0
2000-03-20,1020.0,42854.39,0.0,413.92,3.35,-6.02,395.3,1190.0,1450.0,2420.0,958.0,1100.0,0.0,3.54,26.23,0.0,0.0
2000-03-21,887.0,43200.0,0.0,435.75,7.62,-2.53,508.61,1020.0,1190.0,1450.0,2420.0,958.0,0.0,0.0,3.54,26.23,0.0
2000-03-22,772.0,43545.59,0.0,342.71,6.39,-1.03,568.88,887.0,1020.0,1190.0,1450.0,2420.0,0.0,0.0,0.0,3.54,26.23
2000-03-23,676.0,43545.59,0.0,514.16,11.38,-2.34,517.42,772.0,887.0,1020.0,1190.0,1450.0,0.0,0.0,0.0,0.0,3.54
2000-03-24,605.0,43891.21,0.0,559.74,15.24,-2.07,527.35,676.0,772.0,887.0,1020.0,1190.0,0.0,0.0,0.0,0.0,0.0
2000-03-25,561.0,43891.21,0.0,557.1,16.89,-0.43,597.24,605.0,676.0,772.0,887.0,1020.0,0.0,0.0,0.0,0.0,0.0
2000-03-26,683.0,44236.8,6.2,392.16,16.63,1.88,706.11,561.0,605.0,676.0,772.0,887.0,0.0,0.0,0.0,0.0,0.0
2000-03-27,567.0,44236.8,0.0,514.23,10.68,-3.05,481.53,683.0,561.0,605.0,676.0,772.0,6.2,0.0,0.0,0.0,0.0
2000-03-28,3130.0,44582.41,34.48,366.81,11.71,-0.91,573.59,567.0,683.0,561.0,605.0,676.0,0.0,6.2,0.0,0.0,0.0
2000-03-29,2080.0,44582.41,5.75,259.52,6.69,-0.89,570.99,3130.0,567.0,683.0,561.0,605.0,34.48,0.0,6.2,0.0,0.0
2000-03-30,1420.0,44928.0,2.15,174.23,3.87,0.09,615.41,2080.0,3130.0,567.0,683.0,561.0,5.75,34.48,0.0,6.2,0.0
2000-03-31,1110.0,44928.0,0.32,352.65,3.79,-3.68,464.36,1420.0,2080.0,3130.0,567.0,683.0,2.15,5.75,34.48,0.0,6.2
2000-04-01,907.0,45273.62,0.0,429.79,5.53,-4.0,441.25,1110.0,1420.0,2080.0,3130.0,567.0,0.32,2.15,5.75,34.48,0.0
2000-04-02,778.0,45273.62,0.0,548.69,14.63,-0.43,590.85,907.0,1110.0,1420.0,2080.0,3130.0,0.0,0.32,2.15,5.75,34.48
2000-04-03,948.0,45619.19,4.74,258.27,15.13,7.5,1039.86,778.0,907.0,1110.0,1420.0,2080.0,0.0,0.0,0.32,2.15,5.75
2000-04-04,1780.0,45619.19,22.87,248.05,15.31,8.06,1085.02,948.0,778.0,907.0,1110.0,1420.0,4.74,0.0,0.0,0.32,2.15
2000-04-05,1620.0,45964.81,7.49,425.83,13.62,-2.67,503.92,1780.0,948.0,778.0,907.0,1110.0,22.87,4.74,0.0,0.0,0.32
2000-04-06,1190.0,45964.81,0.0,249.61,0.77,-4.25,442.57,1620.0,1780.0,948.0,778.0,907.0,7.49,22.87,4.74,0.0,0.0
2000-04-07,965.0,46310.4,0.0,583.24,14.17,-2.66,503.63,1190.0,1620.0,1780.0,948.0,778.0,0.0,7.49,22.87,4.74,0.0
2000-04-08,835.0,46310.4,0.7,451.4,14.16,3.41,780.76,965.0,1190.0,1620.0,1780.0,948.0,0.0,0.0,7.49,22.87,4.74
2000-04-09,1280.0,46656.01,26.73,477.19,21.11,-5.47,413.28,835.0,965.0,1190.0,1620.0,1780.0,0.7,0.0,0.0,7.49,22.87
2000-04-10,1020.0,46656.01,6.96,184.41,-1.98,-6.77,365.68,1280.0,835.0,965.0,1190.0,1620.0,26.73,0.7,0.0,0.0,7.49
2000-04-11,891.0,47001.57,0.0,404.42,2.67,-5.69,402.35,1020.0,1280.0,835.0,965.0,1190.0,6.96,26.73,0.7,0.0,0.0
2000-04-12,954.0,47001.57,0.69,395.54,3.44,-5.01,423.79,891.0,1020.0,1280.0,835.0,965.0,0.0,6.96,26.73,0.7,0.0
2000-04-13,869.0,47323.99,0.0,355.1,1.55,-5.5,411.15,954.0,891.0,1020.0,1280.0,835.0,0.69,0.0,6.96,26.73,0.7
2000-04-14,834.0,47347.18,0.0,545.23,6.74,-6.02,391.57,869.0,954.0,891.0,1020.0,1280.0,0.0,0.69,0.0,6.96,26.73
2000-04-15,812.0,47579.82,0.0,575.75,12.54,-2.11,525.9,834.0,869.0,954.0,891.0,1020.0,0.0,0.0,0.69,0.0,6.96
2000-04-16,757.0,47692.79,0.0,549.79,21.12,7.05,1004.23,812.0,834.0,869.0,954.0,891.0,0.0,0.0,0.0,0.69,0.0
2000-04-17,735.0,47813.62,0.0,626.67,19.52,-0.23,600.74,757.0,812.0,834.0,869.0,954.0,0.0,0.0,0.0,0.0,0.69
2000-04-18,1160.0,48038.42,13.95,195.13,3.41,-1.54,547.8,735.0,757.0,812.0,834.0,869.0,0.0,0.0,0.0,0.0,0.0
2000-04-19,927.0,48038.42,2.27,236.24,3.3,-1.62,545.12,1160.0,735.0,757.0,812.0,834.0,13.95,0.0,0.0,0.0,0.0
2000-04-20,793.0,48383.99,0.0,488.76,11.37,0.84,651.09,927.0,1160.0,735.0,757.0,812.0,2.27,13.95,0.0,0.0,0.0
2000-04-21,947.0,48383.99,5.86,288.89,12.96,5.06,883.43,793.0,927.0,1160.0,735.0,757.0,0.0,2.27,13.95,0.0,0.0
2000-04-22,2520.0,48729.62,24.43,160.49,5.66,1.75,696.89,947.0,793.0,927.0,1160.0,735.0,5.86,0.0,2.27,13.95,0.0
2000-04-23,2160.0,48729.62,8.52,131.94,4.8,1.81,699.75,2520.0,947.0,793.0,927.0,1160.0,24.43,5.86,0.0,2.27,13.95
2000-04-24,1680.0,49075.2,2.94,157.07,4.72,1.61,688.21,2160.0,2520.0,947.0,793.0,927.0,8.52,24.43,5.86,0.0,2.27
2000-04-25,1270.0,49075.2,0.0,617.47,14.15,-1.19,559.46,1680.0,2160.0,2520.0,947.0,793.0,2.94,8.52,24.43,5.86,0.0
2000-04-26,1040.0,49420.83,0.0,595.89,12.18,-1.47,549.97,1270.0,1680.0,2160.0,2520.0,947.0,0.0,2.94,8.52,24.43,5.86
2000-04-27,964.0,49420.83,3.59,250.86,4.26,-1.45,550.73,1040.0,1270.0,1680.0,2160.0,2520.0,0.0,0.0,2.94,8.52,24.43
2000-04-28,1030.0,49743.18,5.42,312.12,6.5,-0.83,577.27,964.0,1040.0,1270.0,1680.0,2160.0,3.59,0.0,0.0,2.94,8.52
2000-04-29,825.0,49766.4,0.0,588.39,11.42,-1.84,536.79,1030.0,964.0,1040.0,1270.0,1680.0,5.42,3.59,0.0,0.0,2.94
2000-04-30,688.0,49793.54,0.22,636.93,17.94,-0.27,599.63,825.0,1030.0,964.0,1040.0,1270.0,0.0,5.42,3.59,0.0,0.0
2000-05-01,587.0,50112.03,0.0,564.84,11.93,-0.69,586.52,688.0,825.0,1030.0,964.0,1040.0,0.22,0.0,5.42,3.59,0.0
2000-05-02,538.0,50112.03,0.36,622.67,16.63,-0.1,606.56,587.0,688.0,825.0,1030.0,964.0,0.0,0.22,0.0,5.42,3.59
2000-05-03,481.0,50457.61,0.0,608.83,14.82,-0.82,578.43,538.0,587.0,688.0,825.0,1030.0,0.36,0.0,0.22,0.0,5.42
2000-05-04,419.0,50457.61,0.0,618.56,18.78,1.23,669.2,481.0,538.0,587.0,688.0,825.0,0.0,0.36,0.0,0.22,0.0
2000-05-05,380.0,50690.32,0.5,512.21,21.16,8.37,1111.92,419.0,481.0,538.0,587.0,688.0,0.0,0.0,0.36,0.0,0.22
2000-05-06,424.0,50803.19,8.17,383.23,24.72,11.76,1381.0,380.0,419.0,481.0,538.0,587.0,0.5,0.0,0.0,0.36,0.0
2000-05-07,358.0,50803.19,0.0,517.96,27.42,13.69,1565.19,424.0,380.0,419.0,481.0,538.0,8.17,0.5,0.0,0.0,0.36
2000-05-08,316.0,51148.81,1.07,510.52,29.24,13.74,1575.47,358.0,424.0,380.0,419.0,481.0,0.0,8.17,0.5,0.0,0.0
2000-05-09,291.0,51148.81,2.43,467.0,28.25,14.12,1609.62,316.0,358.0,424.0,380.0,419.0,1.07,0.0,8.17,0.5,0.0
2000-05-10,365.0,51381.53,10.04,407.81,30.4,13.36,1536.77,291.0,316.0,358.0,424.0,380.0,2.43,1.07,0.0,8.17,0.5
2000-05-11,659.0,51494.41,15.81,310.99,17.42,7.9,1072.41,365.0,291.0,316.0,358.0,424.0,10.04,2.43,1.07,0.0,8.17
2000-05-12,534.0,51494.41,6.46,350.61,17.24,5.89,925.93,659.0,365.0,291.0,316.0,358.0,15.81,10.04,2.43,1.07,0.0
2000-05-13,1550.0,51839.99,22.46,238.77,14.86,7.84,1067.33,534.0,659.0,365.0,291.0,316.0,6.46,15.81,10.04,2.43,1.07
2000-05-14,2010.0,51839.99,15.84,421.52,23.69,5.63,909.42,1550.0,534.0,659.0,365.0,291.0,22.46,6.46,15.81,10.04,2.43
2000-05-15,1190.0,51839.99,0.0,554.89,16.65,0.59,632.39,2010.0,1550.0,534.0,659.0,365.0,15.84,22.46,6.46,15.81,10.04
2000-05-16,902.0,52185.6,0.0,501.42,12.31,-0.44,593.34,1190.0,2010.0,1550.0,534.0,659.0,0.0,15.84,22.46,6.46,15.81
2000-05-17,715.0,52185.6,0.0,540.53,16.88,1.81,695.53,902.0,1190.0,2010.0,1550.0,534.0,0.0,0.0,15.84,22.46,6.46
2000-05-18,659.0,52185.6,0.0,435.3,18.71,7.83,1066.89,715.0,902.0,1190.0,2010.0,1550.0,0.0,0.0,0.0,15.84,22.46
2000-05-19,1050.0,52531.19,14.06,371.41,20.48,6.46,956.56,659.0,715.0,902.0,1190.0,2010.0,0.0,0.0,0.0,0.0,15.84
2000-05-20,1140.0,52531.19,12.53,146.28,6.56,2.46,731.01,1050.0,659.0,715.0,902.0,1190.0,14.06,0.0,0.0,0.0,0.0
2000-05-21,907.0,52531.19,3.52,179.69,8.44,3.41,780.43,1140.0,1050.0,659.0,715.0,902.0,12.53,14.06,0.0,0.0,0.0
2000-05-22,789.0,52876.82,4.91,130.67,10.84,7.1,1008.26,907.0,1140.0,1050.0,659.0,715.0,3.52,12.53,14.06,0.0,0.0
2000-05-23,800.0,52876.82,6.05,143.54,12.82,8.58,1126.6,789.0,907.0,1140.0,1050.0,659.0,4.91,3.52,12.53,14.06,0.0
2000-05-24,970.0,52876.82,13.1,231.83,16.36,9.04,1163.4,800.0,789.0,907.0,1140.0,1050.0,6.05,4.91,3.52,12.53,14.06
2000-05-25,1140.0,52997.61,7.98,352.65,21.83,8.78,1142.02,970.0,800.0,789.0,907.0,1140.0,13.1,6.05,4.91,3.52,12.53
2000-05-26,893.0,53222.4,4.14,321.18,17.09,6.28,953.16,1140.0,970.0,800.0,789.0,907.0,7.98,13.1,6.05,4.91,3.52
2000-05-27,700.0,53222.4,0.0,430.06,16.2,5.28,902.71,893.0,1140.0,970.0,800.0,789.0,4.14,7.98,13.1,6.05,4.91
2000-05-28,588.0,53222.4,0.0,502.05,18.44,3.99,812.18,700.0,893.0,1140.0,970.0,800.0,0.0,4.14,7.98,13.1,6.05
2000-05-29,507.0,53455.11,0.0,389.37,14.35,4.81,867.56,588.0,700.0,893.0,1140.0,970.0,0.0,0.0,4.14,7.98,13.1
2000-05-30,430.0,53568.01,0.0,439.6,15.06,3.9,802.77,507.0,588.0,700.0,893.0,1140.0,0.0,0.0,0.0,4.14,7.98
2000-05-31,363.0,53568.01,0.0,507.24,18.27,3.78,802.21,430.0,507.0,588.0,700.0,893.0,0.0,0.0,0.0,0.0,4.14
2000-06-01,318.0,53568.01,0.0,506.96,22.09,7.09,1013.99,363.0,430.0,507.0,588.0,700.0,0.0,0.0,0.0,0.0,0.0
2000-06-02,324.0,53595.15,0.0,494.98,26.63,11.43,1354.2,318.0,363.0,430.0,507.0,588.0,0.0,0.0,0.0,0.0,0.0
2000-06-03,609.0,53890.36,19.69,399.83,28.31,9.51,1201.15,324.0,318.0,363.0,430.0,507.0,0.0,0.0,0.0,0.0,0.0
2000-06-04,340.0,53913.59,0.0,502.61,18.62,4.26,828.18,609.0,324.0,318.0,363.0,430.0,19.69,0.0,0.0,0.0,0.0
2000-06-05,302.0,53913.59,2.16,443.07,19.49,5.88,926.18,340.0,609.0,324.0,318.0,363.0,0.0,19.69,0.0,0.0,0.0
2000-06-06,5420.0,53913.59,21.12,133.63,10.89,7.04,1004.96,302.0,340.0,609.0,324.0,318.0,2.16,0.0,19.69,0.0,0.0
2000-06-07,9070.0,53913.59,96.65,94.53,7.99,5.59,908.05,5420.0,302.0,340.0,609.0,324.0,21.12,2.16,0.0,19.69,0.0
2000-06-08,2940.0,53940.73,0.0,469.5,17.52,5.6,909.17,9070.0,5420.0,302.0,340.0,609.0,96.65,21.12,2.16,0.0,19.69
2000-06-09,1660.0,54146.3,0.0,512.68,21.26,6.8,997.44,2940.0,9070.0,5420.0,302.0,340.0,0.0,96.65,21.12,2.16,0.0
2000-06-10,1040.0,54259.21,0.0,395.84,23.53,13.65,1567.01,1660.0,2940.0,9070.0,5420.0,302.0,0.0,0.0,96.65,21.12,2.16
2000-06-11,887.0,54259.21,0.0,454.18,29.5,16.43,1868.14,1040.0,1660.0,2940.0,9070.0,5420.0,0.0,0.0,0.0,96.65,21.12
2000-06-12,1930.0,54259.21,28.49,357.56,28.07,13.92,1593.77,887.0,1040.0,1660.0,2940.0,9070.0,0.0,0.0,0.0,0.0,96.65
2000-06-13,1480.0,54259.21,6.34,254.59,17.32,9.64,1211.48,1930.0,887.0,1040.0,1660.0,2940.0,28.49,0.0,0.0,0.0,0.0
2000-06-14,1560.0,54259.21,11.84,199.38,12.77,7.26,1023.84,1480.0,1930.0,887.0,1040.0,1660.0,6.34,28.49,0.0,0.0,0.0
2000-06-15,1100.0,54259.21,0.63,353.99,15.77,7.8,1065.87,1560.0,1480.0,1930.0,887.0,1040.0,11.84,6.34,28.49,0.0,0.0
2000-06-16,844.0,54259.21,0.0,409.43,23.91,14.16,1614.54,1100.0,1560.0,1480.0,1930.0,887.0,0.63,11.84,6.34,28.49,0.0
2000-06-17,668.0,54259.21,0.0,335.71,26.33,18.49,2126.45,844.0,1100.0,1560.0,1480.0,1930.0,0.0,0.63,11.84,6.34,28.49
2000-06-18,605.0,54259.21,2.59,480.3,26.55,9.63,1210.73,668.0,844.0,1100.0,1560.0,1480.0,0.0,0.0,0.63,11.84,6.34
2000-06-19,638.0,54259.21,8.5,167.85,16.06,11.47,1357.47,605.0,668.0,844.0,1100.0,1560.0,2.59,0.0,0.0,0.63,11.84
2000-06-20,490.0,54259.21,0.0,501.12,20.32,7.14,1014.05,638.0,605.0,668.0,844.0,1100.0,8.5,2.59,0.0,0.0,0.63
2000-06-21,398.0,54259.21,0.0,515.6,23.64,8.64,1132.94,490.0,638.0,605.0,668.0,844.0,0.0,8.5,2.59,0.0,0.0
2000-06-22,657.0,54259.21,14.71,215.67,21.48,14.78,1686.72,398.0,490.0,638.0,605.0,668.0,0.0,0.0,8.5,2.59,0.0
2000-06-23,436.0,54259.21,0.73,445.26,25.2,13.28,1526.03,657.0,398.0,490.0,638.0,605.0,14.71,0.0,0.0,8.5,2.59
2000-06-24,334.0,54259.21,0.0,488.26,22.33,8.88,1150.27,436.0,657.0,398.0,490.0,638.0,0.73,14.71,0.0,0.0,8.5
2000-06-25,291.0,54259.21,0.0,426.49,24.28,13.14,1509.99,334.0,436.0,657.0,398.0,490.0,0.0,0.73,14.71,0.0,0.0
2000-06-26,337.0,54259.21,13.59,279.6,27.76,17.98,2070.89,291.0,334.0,436.0,657.0,398.0,0.0,0.0,0.73,14.71,0.0
2000-06-27,335.0,54259.21,2.38,269.75,26.29,18.11,2081.03,337.0,291.0,334.0,436.0,657.0,13.59,0.0,0.0,0.73,14.71
2000-06-28,273.0,54259.21,0.99,468.89,22.48,10.0,1240.28,335.0,337.0,291.0,334.0,436.0,2.38,13.59,0.0,0.0,0.73
